Timestamp;TaskAudio;AnswerAudio;TaskMath;AnswerMath;Stabilization;HeartRate;HeartRateVariabilitySdnn;HeartRateVariabilityRmssd;LeftEyeGazeX;LeftEyeGazeY;LeftEyeGazeZ;LeftEyeGazeConfidence;LeftEyeOpenness;LeftEyeOpennessConfidence;LeftEyePupilDilation;LeftEyePupilDilationConfidence;LeftEyePupilPositionX;LeftEyePupilPositionY;RightEyeGazeX;RightEyeGazeY;RightEyeGazeZ;RightEyeGazeConfidence;RightEyeOpenness;RightEyeOpennessConfidence;RightEyePupilDilation;RightEyePupilDilationConfidence;RightEyePupilPositionX;RightEyePupilPositionY;CombinedGazeX;CombinedGazeY;CombinedGazeZ;CombinedGazeConfidence;CognitiveLoadValue;CognitiveLoadStandardDeviation
1636726223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726225;" ";" ";Start;" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726225;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726225;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726226;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726226;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726226;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726226;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726226;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726226;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726226;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726227;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726228;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726229;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726229;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726229;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726229;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726229;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636726229;" ";" ";" ";" ";" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
