Timestamp;HeartRate;LeftEyeGazeX;LeftEyeGazeY;LeftEyeGazeZ;LeftEyeGazeConfidence;LeftEyeOpenness;LeftEyeOpennessConfidence;LeftEyePupilDilation;LeftEyePupilDilationConfidence;LeftEyePupilPositionX;LeftEyePupilPositionY;RightEyeGazeX;RightEyeGazeY;RightEyeGazeZ;RightEyeGazeConfidence;RightEyeOpenness;RightEyeOpennessConfidence;RightEyePupilDilation;RightEyePupilDilationConfidence;RightEyePupilPositionX;RightEyePupilPositionY;CombinedGazeX;CombinedGazeY;CombinedGazeZ;CombinedGazeConfidence;CognitiveLoadValue;CognitiveLoadStandardDeviation1633440445;3
1633440446;3
1633440447;3
1633440448;3
1633440449;3
1633440450;3
1633440451;3
1633440452;3
1633440453;3
1633440454;3
1633440455;3
1633440456;3
1633440457;3
1633440458;3
1633440459;3
1633440460;3
1633440461;3
1633440462;3
1633440463;3
1633440464;3
1633440465;3
1633440466;3
1633440467;3
1633440468;3
1633440469;3
1633440470;3
1633440471;3
1633440472;3
1633440473;3
1633440474;3
1633440475;3
1633440476;3
